BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
gb1_c08315_NODE_83...region001	c08315_NODE_83..	NODE_8315_length_6847_cov_17.327444	bacteriocin	RiPPs		
gb1_c08484_NODE_84...region001	c08484_NODE_84..	NODE_8484_length_6780_cov_4.326543	NRPS-like	NRPS		
gb1_c08501_NODE_85...region001	c08501_NODE_85..	NODE_8501_length_6774_cov_3.403185	NRPS-like	NRPS		
gb1_c09431_NODE_94...region001	c09431_NODE_94..	NODE_9431_length_6400_cov_7.406619	terpene	Terpene		
gb1_c09499_NODE_94...region001	c09499_NODE_94..	NODE_9499_length_6374_cov_9.742048	terpene	Terpene		
gb1_c09639_NODE_96...region001	c09639_NODE_96..	NODE_9639_length_6324_cov_5.722763	terpene	Terpene		
gb1_c09655_NODE_96...region001	c09655_NODE_96..	NODE_9655_length_6320_cov_3.284916	T1PKS	PKSI		
gb1_c09871_NODE_98...region001	c09871_NODE_98..	NODE_9871_length_6243_cov_6.415966	lanthipeptide	RiPPs		
gb1_c10118_NODE_10...region001	c10118_NODE_10..	NODE_10118_length_6157_cov_4.420518	terpene	Terpene		
gb1_c10534_NODE_10...region001	c10534_NODE_10..	NODE_10534_length_6024_cov_4.926453	NRPS-like	NRPS		
gb1_c10602_NODE_10...region001	c10602_NODE_10..	NODE_10602_length_6002_cov_3.952749	terpene	Terpene		
gb1_c10746_NODE_10...region001	c10746_NODE_10..	NODE_10746_length_5951_cov_6.180122	T3PKS	PKSother		
gb1_c10889_NODE_10...region001	c10889_NODE_10..	NODE_10889_length_5912_cov_16.970292	phosphonate	Others		
gb1_c10931_NODE_10...region001	c10931_NODE_10..	NODE_10931_length_5899_cov_7.037303	terpene	Terpene		
gb1_c11389_NODE_11...region001	c11389_NODE_11..	NODE_11389_length_5777_cov_9.440405	betalactone	Others		
gb1_c11500_NODE_11...region001	c11500_NODE_11..	NODE_11500_length_5748_cov_4.289127	terpene	Terpene		
gb1_c11624_NODE_11...region001	c11624_NODE_11..	NODE_11624_length_5716_cov_9.526939	NRPS-like	NRPS		
gb1_c12121_NODE_12...region001	c12121_NODE_12..	NODE_12121_length_5590_cov_3.383198	terpene	Terpene		
gb1_c12273_NODE_12...region001	c12273_NODE_12..	NODE_12273_length_5549_cov_24.442483	NRPS-like	NRPS		
gb1_c12469_NODE_12...region001	c12469_NODE_12..	NODE_12469_length_5501_cov_14.059860	bacteriocin	RiPPs		
gb1_c12740_NODE_12...region001	c12740_NODE_12..	NODE_12740_length_5436_cov_11.597287	bacteriocin	RiPPs		
gb1_c12921_NODE_12...region001	c12921_NODE_12..	NODE_12921_length_5393_cov_15.699138	NRPS-like	NRPS		
gb1_c12949_NODE_12...region001	c12949_NODE_12..	NODE_12949_length_5389_cov_5.095238	lanthipeptide	RiPPs		
gb1_c12963_NODE_12...region001	c12963_NODE_12..	NODE_12963_length_5384_cov_16.628636	NRPS-like	NRPS		
gb1_c13015_NODE_13...region001	c13015_NODE_13..	NODE_13015_length_5373_cov_15.902971	NRPS-like	NRPS		
gb1_c13232_NODE_13...region001	c13232_NODE_13..	NODE_13232_length_5325_cov_3.349336	terpene	Terpene		
gb1_c13417_NODE_13...region001	c13417_NODE_13..	NODE_13417_length_5284_cov_4.174412	NRPS-like	NRPS		
gb1_c13418_NODE_13...region001	c13418_NODE_13..	NODE_13418_length_5284_cov_3.899216	terpene	Terpene		
gb1_c13420_NODE_13...region001	c13420_NODE_13..	NODE_13420_length_5283_cov_11.512624	NRPS-like	NRPS		
gb1_c13533_NODE_13...region001	c13533_NODE_13..	NODE_13533_length_5257_cov_16.849865	terpene	Terpene		
gb1_c14029_NODE_14...region001	c14029_NODE_14..	NODE_14029_length_5153_cov_4.124951	terpene	Terpene		
gb1_c14615_NODE_14...region001	c14615_NODE_14..	NODE_14615_length_5034_cov_3.322756	terpene	Terpene		
gb1_c14624_NODE_14...region001	c14624_NODE_14..	NODE_14624_length_5032_cov_5.355435	bacteriocin	RiPPs		
gb1_c14765_NODE_14...region001	c14765_NODE_14..	NODE_14765_length_5006_cov_6.455060	NRPS-like	NRPS		
gb1_c14889_NODE_14...region001	c14889_NODE_14..	NODE_14889_length_4980_cov_2.927919	lanthipeptide	RiPPs		
gb1_c14974_NODE_14...region001	c14974_NODE_14..	NODE_14974_length_4964_cov_27.734569	NRPS-like	NRPS		
gb1_c15053_NODE_15...region001	c15053_NODE_15..	NODE_15053_length_4950_cov_4.110725	terpene	Terpene		
gb1_c15408_NODE_15...region001	c15408_NODE_15..	NODE_15408_length_4884_cov_10.764755	terpene	Terpene		
gb1_c15615_NODE_15...region001	c15615_NODE_15..	NODE_15615_length_4848_cov_16.521594	NRPS-like	NRPS		
gb1_c16175_NODE_16...region001	c16175_NODE_16..	NODE_16175_length_4755_cov_4.836809	bacteriocin	RiPPs		
gb1_c16203_NODE_16...region001	c16203_NODE_16..	NODE_16203_length_4749_cov_3.668726	arylpolyene	Others		
gb1_c16605_NODE_16...region001	c16605_NODE_16..	NODE_16605_length_4685_cov_3.910367	terpene	Terpene		
gb1_c16717_NODE_16...region001	c16717_NODE_16..	NODE_16717_length_4665_cov_8.319523	NRPS-like	NRPS		
gb1_c17015_NODE_17...region001	c17015_NODE_17..	NODE_17015_length_4616_cov_5.101294	terpene	Terpene		
gb1_c17144_NODE_17...region001	c17144_NODE_17..	NODE_17144_length_4597_cov_5.750991	terpene	Terpene		
gb1_c17524_NODE_17...region001	c17524_NODE_17..	NODE_17524_length_4540_cov_5.771906	NRPS-like	NRPS		
gb1_c17567_NODE_17...region001	c17567_NODE_17..	NODE_17567_length_4532_cov_6.645522	bacteriocin	RiPPs		
gb1_c17623_NODE_17...region001	c17623_NODE_17..	NODE_17623_length_4524_cov_9.291340	NRPS-like	NRPS		
gb1_c17759_NODE_17...region001	c17759_NODE_17..	NODE_17759_length_4505_cov_27.373258	bacteriocin	RiPPs		
gb1_c17850_NODE_17...region001	c17850_NODE_17..	NODE_17850_length_4492_cov_3.219968	terpene	Terpene		
gb1_c17993_NODE_17...region001	c17993_NODE_17..	NODE_17993_length_4473_cov_16.286329	terpene	Terpene		
gb1_c18173_NODE_18...region001	c18173_NODE_18..	NODE_18173_length_4449_cov_6.030496	terpene	Terpene		
gb1_c18514_NODE_18...region001	c18514_NODE_18..	NODE_18514_length_4402_cov_4.440074	NRPS-like	NRPS		
gb1_c18732_NODE_18...region001	c18732_NODE_18..	NODE_18732_length_4376_cov_3.163388	NRPS-like	NRPS		
gb1_c18930_NODE_18...region001	c18930_NODE_18..	NODE_18930_length_4350_cov_3.158789	terpene	Terpene		
gb1_c19154_NODE_19...region001	c19154_NODE_19..	NODE_19154_length_4321_cov_24.481013	terpene	Terpene		
gb1_c21085_NODE_21...region001	c21085_NODE_21..	NODE_21085_length_4084_cov_4.711591	terpene	Terpene		
gb1_c21277_NODE_21...region001	c21277_NODE_21..	NODE_21277_length_4062_cov_10.170202	NRPS-like	NRPS		
gb1_c21304_NODE_21...region001	c21304_NODE_21..	NODE_21304_length_4060_cov_2.947815	terpene	Terpene		
gb1_c21344_NODE_21...region001	c21344_NODE_21..	NODE_21344_length_4055_cov_8.135250	terpene	Terpene		
gb278_c00006_NODE_6_...region001	c00006_NODE_6_..	NODE_6_length_118638_cov_8.286272	terpene	Terpene		
gb278_c00008_NODE_8_...region001	c00008_NODE_8_..	NODE_8_length_112010_cov_12.755089	NRPS-like	NRPS		
gb278_c00011_NODE_11...region001	c00011_NODE_11..	NODE_11_length_101188_cov_15.438907	terpene	Terpene		
gb278_c00027_NODE_27...region001	c00027_NODE_27..	NODE_27_length_80889_cov_25.673058	terpene	Terpene		
gb278_c00041_NODE_41...region001	c00041_NODE_41..	NODE_41_length_70532_cov_13.009194	terpene	Terpene		
gb278_c00066_NODE_66...region001	c00066_NODE_66..	NODE_66_length_57639_cov_19.823545	terpene	Terpene		
gb278_c00067_NODE_67...region001	c00067_NODE_67..	NODE_67_length_57621_cov_15.140343	terpene.NRPS-like	Others		
gb278_c00113_NODE_11...region001	c00113_NODE_11..	NODE_113_length_49624_cov_8.563820	NRPS-like	NRPS		
gb278_c00191_NODE_19...region001	c00191_NODE_19..	NODE_191_length_40137_cov_5.496283	ectoine	Others		
gb278_c00213_NODE_21...region001	c00213_NODE_21..	NODE_213_length_38106_cov_5.749231	terpene	Terpene		
gb278_c00216_NODE_21...region001	c00216_NODE_21..	NODE_216_length_37842_cov_23.437531	terpene	Terpene		
gb278_c00233_NODE_23...region001	c00233_NODE_23..	NODE_233_length_36875_cov_7.638403	terpene	Terpene		
gb278_c00316_NODE_31...region001	c00316_NODE_31..	NODE_316_length_32587_cov_6.201924	terpene	Terpene		
gb278_c00329_NODE_32...region001	c00329_NODE_32..	NODE_329_length_31874_cov_5.576605	terpene	Terpene		
gb278_c00360_NODE_36...region001	c00360_NODE_36..	NODE_360_length_30693_cov_5.127064	NRPS-like	NRPS		
gb278_c00363_NODE_36...region001	c00363_NODE_36..	NODE_363_length_30607_cov_5.224372	terpene	Terpene		
gb278_c00410_NODE_41...region001	c00410_NODE_41..	NODE_410_length_28694_cov_10.578721	betalactone	Others		
gb278_c00525_NODE_52...region001	c00525_NODE_52..	NODE_525_length_26012_cov_31.410756	terpene	Terpene		
gb278_c00527_NODE_52...region001	c00527_NODE_52..	NODE_527_length_25993_cov_13.158879	bacteriocin	RiPPs		
gb278_c00583_NODE_58...region001	c00583_NODE_58..	NODE_583_length_25204_cov_8.210187	arylpolyene.ladderane	Others		
gb278_c00616_NODE_61...region001	c00616_NODE_61..	NODE_616_length_24730_cov_8.335157	terpene	Terpene		
gb278_c00621_NODE_62...region001	c00621_NODE_62..	NODE_621_length_24616_cov_10.645617	terpene	Terpene		
gb278_c00670_NODE_67...region001	c00670_NODE_67..	NODE_670_length_23971_cov_44.213079	terpene	Terpene		
gb278_c00709_NODE_70...region001	c00709_NODE_70..	NODE_709_length_23366_cov_4.946592	NRPS-like	NRPS		
gb278_c00714_NODE_71...region001	c00714_NODE_71..	NODE_714_length_23317_cov_22.309690	betalactone	Others		
gb278_c00889_NODE_88...region001	c00889_NODE_88..	NODE_889_length_21167_cov_62.955476	NRPS-like	NRPS		
gb278_c01042_NODE_10...region001	c01042_NODE_10..	NODE_1042_length_19711_cov_14.881054	NRPS-like	NRPS		
gb278_c01105_NODE_11...region001	c01105_NODE_11..	NODE_1105_length_19217_cov_6.065129	betalactone	Others		
gb278_c01189_NODE_11...region001	c01189_NODE_11..	NODE_1189_length_18555_cov_13.397676	head_to_tail	RiPPs		
gb278_c01295_NODE_12...region001	c01295_NODE_12..	NODE_1295_length_17698_cov_14.037919	terpene	Terpene		
gb278_c01296_NODE_12...region001	c01296_NODE_12..	NODE_1296_length_17697_cov_22.646752	betalactone	Others		
gb278_c01598_NODE_15...region001	c01598_NODE_15..	NODE_1598_length_16260_cov_6.422277	NRPS-like	NRPS		
gb278_c01610_NODE_16...region001	c01610_NODE_16..	NODE_1610_length_16217_cov_8.126841	NRPS-like	NRPS		
gb278_c01631_NODE_16...region001	c01631_NODE_16..	NODE_1631_length_16112_cov_59.335305	NRPS-like	NRPS		
gb278_c01639_NODE_16...region001	c01639_NODE_16..	NODE_1639_length_16090_cov_13.149610	bacteriocin	RiPPs		
gb278_c01784_NODE_17...region001	c01784_NODE_17..	NODE_1784_length_15456_cov_5.461074	NRPS-like	NRPS		
gb278_c01944_NODE_19...region001	c01944_NODE_19..	NODE_1944_length_14803_cov_9.046244	ectoine	Others		
gb278_c01992_NODE_19...region001	c01992_NODE_19..	NODE_1992_length_14658_cov_25.530644	terpene	Terpene		
gb278_c02075_NODE_20...region001	c02075_NODE_20..	NODE_2075_length_14424_cov_7.374904	NRPS-like	NRPS		
gb278_c02214_NODE_22...region001	c02214_NODE_22..	NODE_2214_length_13977_cov_8.904109	NRPS-like	NRPS		
gb278_c02326_NODE_23...region001	c02326_NODE_23..	NODE_2326_length_13641_cov_7.899971	terpene	Terpene		
gb278_c02364_NODE_23...region001	c02364_NODE_23..	NODE_2364_length_13499_cov_11.994421	terpene	Terpene		
gb278_c02660_NODE_26...region001	c02660_NODE_26..	NODE_2660_length_12703_cov_5.871284	terpene	Terpene		
gb278_c02787_NODE_27...region001	c02787_NODE_27..	NODE_2787_length_12384_cov_4.492497	terpene	Terpene		
gb278_c02799_NODE_27...region001	c02799_NODE_27..	NODE_2799_length_12370_cov_5.147625	terpene	Terpene		
gb278_c02833_NODE_28...region001	c02833_NODE_28..	NODE_2833_length_12280_cov_9.218569	terpene	Terpene		
gb278_c02895_NODE_28...region001	c02895_NODE_28..	NODE_2895_length_12118_cov_8.390284	terpene	Terpene		
gb278_c03028_NODE_30...region001	c03028_NODE_30..	NODE_3028_length_11833_cov_6.502462	terpene	Terpene		
gb278_c03103_NODE_31...region001	c03103_NODE_31..	NODE_3103_length_11710_cov_4.412956	terpene.bacteriocin	Others		
gb278_c03135_NODE_31...region001	c03135_NODE_31..	NODE_3135_length_11668_cov_4.891415	terpene	Terpene		
gb278_c03145_NODE_31...region001	c03145_NODE_31..	NODE_3145_length_11647_cov_4.699793	terpene	Terpene		
gb278_c03169_NODE_31...region001	c03169_NODE_31..	NODE_3169_length_11602_cov_9.490690	bacteriocin	RiPPs		
gb278_c03345_NODE_33...region001	c03345_NODE_33..	NODE_3345_length_11320_cov_26.962184	bacteriocin	RiPPs		
gb278_c03365_NODE_33...region001	c03365_NODE_33..	NODE_3365_length_11290_cov_7.725768	NRPS-like	NRPS		
gb278_c03647_NODE_36...region001	c03647_NODE_36..	NODE_3647_length_10840_cov_5.847752	NRPS	NRPS		
gb278_c03659_NODE_36...region001	c03659_NODE_36..	NODE_3659_length_10821_cov_6.289708	phosphonate	Others		
gb278_c03661_NODE_36...region001	c03661_NODE_36..	NODE_3661_length_10819_cov_5.130063	NRPS-like	NRPS		
gb278_c03727_NODE_37...region001	c03727_NODE_37..	NODE_3727_length_10725_cov_9.097938	terpene	Terpene		
gb278_c03733_NODE_37...region001	c03733_NODE_37..	NODE_3733_length_10711_cov_4.609985	NRPS-like	NRPS		
gb278_c03804_NODE_38...region001	c03804_NODE_38..	NODE_3804_length_10610_cov_10.295784	T3PKS	PKSother		
gb278_c03915_NODE_39...region001	c03915_NODE_39..	NODE_3915_length_10435_cov_3.953179	terpene	Terpene		
gb278_c03948_NODE_39...region001	c03948_NODE_39..	NODE_3948_length_10393_cov_48.282453	bacteriocin	RiPPs		
gb278_c03990_NODE_39...region001	c03990_NODE_39..	NODE_3990_length_10343_cov_4.470257	terpene	Terpene		
gb278_c04012_NODE_40...region001	c04012_NODE_40..	NODE_4012_length_10304_cov_5.600059	bacteriocin	RiPPs		
gb278_c04373_NODE_43...region001	c04373_NODE_43..	NODE_4373_length_9816_cov_13.976847	T1PKS	PKSI		
gb278_c04488_NODE_44...region001	c04488_NODE_44..	NODE_4488_length_9662_cov_4.251275	bacteriocin	RiPPs		
gb278_c04743_NODE_47...region001	c04743_NODE_47..	NODE_4743_length_9389_cov_10.562138	terpene	Terpene		
gb278_c04791_NODE_47...region001	c04791_NODE_47..	NODE_4791_length_9343_cov_3.942506	terpene	Terpene		
gb278_c05055_NODE_50...region001	c05055_NODE_50..	NODE_5055_length_9085_cov_5.200664	T1PKS	PKSI		
gb278_c05061_NODE_50...region001	c05061_NODE_50..	NODE_5061_length_9081_cov_6.267450	bacteriocin	RiPPs		
gb278_c05137_NODE_51...region001	c05137_NODE_51..	NODE_5137_length_9004_cov_57.857749	bacteriocin	RiPPs		
gb278_c05163_NODE_51...region001	c05163_NODE_51..	NODE_5163_length_8983_cov_3.654570	NRPS-like	NRPS		
gb278_c05185_NODE_51...region001	c05185_NODE_51..	NODE_5185_length_8964_cov_35.427321	bacteriocin	RiPPs		
gb278_c05422_NODE_54...region001	c05422_NODE_54..	NODE_5422_length_8760_cov_4.050775	NRPS-like	NRPS		
gb278_c05454_NODE_54...region001	c05454_NODE_54..	NODE_5454_length_8727_cov_8.970249	hglE-KS	PKSother		
gb278_c05484_NODE_54...region001	c05484_NODE_54..	NODE_5484_length_8703_cov_26.827012	terpene	Terpene		
gb278_c05488_NODE_54...region001	c05488_NODE_54..	NODE_5488_length_8700_cov_9.023944	ectoine	Others		
gb278_c05597_NODE_55...region001	c05597_NODE_55..	NODE_5597_length_8593_cov_66.992621	betalactone	Others		
gb278_c05843_NODE_58...region001	c05843_NODE_58..	NODE_5843_length_8395_cov_4.576379	NRPS-like	NRPS		
gb278_c05947_NODE_59...region001	c05947_NODE_59..	NODE_5947_length_8308_cov_10.530595	bacteriocin	RiPPs		
gb278_c06194_NODE_61...region001	c06194_NODE_61..	NODE_6194_length_8125_cov_4.067162	NRPS-like	NRPS		
gb278_c06376_NODE_63...region001	c06376_NODE_63..	NODE_6376_length_7996_cov_4.166352	terpene	Terpene		
gb278_c06456_NODE_64...region001	c06456_NODE_64..	NODE_6456_length_7947_cov_6.564116	terpene	Terpene		
gb278_c06587_NODE_65...region001	c06587_NODE_65..	NODE_6587_length_7859_cov_3.330343	NRPS-like	NRPS		
gb278_c06677_NODE_66...region001	c06677_NODE_66..	NODE_6677_length_7804_cov_8.448058	NRPS-like	NRPS		
gb278_c06727_NODE_67...region001	c06727_NODE_67..	NODE_6727_length_7769_cov_3.587633	terpene	Terpene		
gb278_c06841_NODE_68...region001	c06841_NODE_68..	NODE_6841_length_7705_cov_24.741830	T1PKS	PKSI		
gb278_c06963_NODE_69...region001	c06963_NODE_69..	NODE_6963_length_7626_cov_4.306961	terpene	Terpene		
gb278_c07114_NODE_71...region001	c07114_NODE_71..	NODE_7114_length_7535_cov_6.273262	NRPS-like	NRPS		
gb278_c07216_NODE_72...region001	c07216_NODE_72..	NODE_7216_length_7473_cov_6.369911	NRPS-like	NRPS		
gb278_c07260_NODE_72...region001	c07260_NODE_72..	NODE_7260_length_7446_cov_5.608578	NRPS-like	NRPS		
gb278_c07475_NODE_74...region001	c07475_NODE_74..	NODE_7475_length_7328_cov_4.336587	terpene	Terpene		
gb278_c07514_NODE_75...region001	c07514_NODE_75..	NODE_7514_length_7310_cov_13.586906	NRPS-like	NRPS		
gb278_c07533_NODE_75...region001	c07533_NODE_75..	NODE_7533_length_7303_cov_6.474890	terpene	Terpene		
gb278_c07544_NODE_75...region001	c07544_NODE_75..	NODE_7544_length_7301_cov_5.941347	hserlactone	Others		
gb278_c07556_NODE_75...region001	c07556_NODE_75..	NODE_7556_length_7296_cov_7.868526	betalactone	Others		
gb278_c07710_NODE_77...region001	c07710_NODE_77..	NODE_7710_length_7226_cov_30.842281	terpene	Terpene		
gb278_c07736_NODE_77...region001	c07736_NODE_77..	NODE_7736_length_7219_cov_3.524288	bacteriocin	RiPPs		
gb278_c07867_NODE_78...region001	c07867_NODE_78..	NODE_7867_length_7154_cov_3.198620	terpene	Terpene		
gb278_c08024_NODE_80...region001	c08024_NODE_80..	NODE_8024_length_7074_cov_16.886309	terpene	Terpene		
gb278_c08411_NODE_84...region001	c08411_NODE_84..	NODE_8411_length_6885_cov_4.781552	phosphonate	Others		
gb278_c08471_NODE_84...region001	c08471_NODE_84..	NODE_8471_length_6852_cov_13.755922	terpene	Terpene		
gb278_c08824_NODE_88...region001	c08824_NODE_88..	NODE_8824_length_6690_cov_12.993519	terpene	Terpene		
gb278_c09003_NODE_90...region001	c09003_NODE_90..	NODE_9003_length_6602_cov_4.138689	bacteriocin	RiPPs		
gb278_c09013_NODE_90...region001	c09013_NODE_90..	NODE_9013_length_6595_cov_4.975535	NRPS-like	NRPS		
gb278_c09695_NODE_96...region001	c09695_NODE_96..	NODE_9695_length_6326_cov_4.217828	arylpolyene	Others		
gb278_c09709_NODE_97...region001	c09709_NODE_97..	NODE_9709_length_6321_cov_8.407118	terpene	Terpene		
gb278_c09788_NODE_97...region001	c09788_NODE_97..	NODE_9788_length_6288_cov_61.887053	T3PKS	PKSother		
gb278_c10762_NODE_10...region001	c10762_NODE_10..	NODE_10762_length_5949_cov_6.450288	phosphonate	Others		
gb278_c11175_NODE_11...region001	c11175_NODE_11..	NODE_11175_length_5816_cov_11.856101	terpene	Terpene		
gb278_c11418_NODE_11...region001	c11418_NODE_11..	NODE_11418_length_5759_cov_4.690217	terpene	Terpene		
gb278_c12339_NODE_12...region001	c12339_NODE_12..	NODE_12339_length_5529_cov_4.957801	terpene	Terpene		
gb278_c12567_NODE_12...region001	c12567_NODE_12..	NODE_12567_length_5470_cov_3.530379	NRPS	NRPS		
gb278_c12695_NODE_12...region001	c12695_NODE_12..	NODE_12695_length_5435_cov_9.292937	hserlactone	Others		
gb278_c12808_NODE_12...region001	c12808_NODE_12..	NODE_12808_length_5408_cov_6.161218	T3PKS	PKSother		
gb278_c12987_NODE_12...region001	c12987_NODE_12..	NODE_12987_length_5364_cov_6.708608	NRPS-like	NRPS		
gb278_c13373_NODE_13...region001	c13373_NODE_13..	NODE_13373_length_5281_cov_4.400498	NRPS-like	NRPS		
gb278_c13435_NODE_13...region001	c13435_NODE_13..	NODE_13435_length_5269_cov_4.511891	terpene	Terpene		
gb278_c13483_NODE_13...region001	c13483_NODE_13..	NODE_13483_length_5257_cov_57.411380	terpene	Terpene		
gb278_c13620_NODE_13...region001	c13620_NODE_13..	NODE_13620_length_5229_cov_8.487824	NRPS-like	NRPS		
gb278_c13986_NODE_13...region001	c13986_NODE_13..	NODE_13986_length_5147_cov_5.147093	indole	Others		
gb278_c14035_NODE_14...region001	c14035_NODE_14..	NODE_14035_length_5137_cov_37.301259	terpene	Terpene		
gb278_c14365_NODE_14...region001	c14365_NODE_14..	NODE_14365_length_5073_cov_3.838980	bacteriocin	RiPPs		
gb278_c14388_NODE_14...region001	c14388_NODE_14..	NODE_14388_length_5068_cov_3.898464	terpene	Terpene		
gb278_c14534_NODE_14...region001	c14534_NODE_14..	NODE_14534_length_5042_cov_4.608382	T3PKS	PKSother		
gb278_c14730_NODE_14...region001	c14730_NODE_14..	NODE_14730_length_5004_cov_5.114973	NRPS-like	NRPS		
gb278_c14909_NODE_14...region001	c14909_NODE_14..	NODE_14909_length_4971_cov_8.993897	NRPS-like	NRPS		
gb278_c15170_NODE_15...region001	c15170_NODE_15..	NODE_15170_length_4921_cov_67.400123	NRPS-like	NRPS		
gb278_c15268_NODE_15...region001	c15268_NODE_15..	NODE_15268_length_4903_cov_13.820132	bacteriocin	RiPPs		
gb278_c15336_NODE_15...region001	c15336_NODE_15..	NODE_15336_length_4893_cov_13.456387	NRPS-like	NRPS		
gb278_c15647_NODE_15...region001	c15647_NODE_15..	NODE_15647_length_4840_cov_8.294880	terpene	Terpene		
gb278_c15772_NODE_15...region001	c15772_NODE_15..	NODE_15772_length_4819_cov_3.676532	NRPS-like	NRPS		
gb278_c16020_NODE_16...region001	c16020_NODE_16..	NODE_16020_length_4777_cov_5.085981	terpene	Terpene		
gb278_c16043_NODE_16...region001	c16043_NODE_16..	NODE_16043_length_4773_cov_2.715557	hserlactone	Others		
gb278_c16410_NODE_16...region001	c16410_NODE_16..	NODE_16410_length_4712_cov_8.721280	hglE-KS	PKSother		
gb278_c16566_NODE_16...region001	c16566_NODE_16..	NODE_16566_length_4687_cov_4.078584	terpene	Terpene		
gb278_c16843_NODE_16...region001	c16843_NODE_16..	NODE_16843_length_4647_cov_3.274826	NRPS-like	NRPS		
gb278_c17065_NODE_17...region001	c17065_NODE_17..	NODE_17065_length_4611_cov_11.384987	terpene	Terpene		
gb278_c17428_NODE_17...region001	c17428_NODE_17..	NODE_17428_length_4560_cov_3.765372	terpene	Terpene		
gb278_c17623_NODE_17...region001	c17623_NODE_17..	NODE_17623_length_4530_cov_7.650950	terpene	Terpene		
gb278_c17963_NODE_17...region001	c17963_NODE_17..	NODE_17963_length_4477_cov_36.951832	terpene	Terpene		
gb278_c18212_NODE_18...region001	c18212_NODE_18..	NODE_18212_length_4436_cov_4.061630	T3PKS	PKSother		
